i,bplus_s,brute_s
560,2.9660004656761885e-06,1.0429999747429974e-05
561,2.9460006771842018e-06,1.0629999451339245e-05
562,3.917999492841773e-06,1.0439998732181266e-05
563,2.7960013539996e-06,1.0669999028323218e-05
564,2.8559989004861563e-06,1.0679999832063913e-05
565,5.891000910196453e-06,1.0880999980145134e-05
566,2.8459999157348648e-06,1.0830999599420466e-05
567,3.0259998311521485e-06,1.090099976863712e-05
568,5.650001185131259e-06,1.0570000085863285e-05
569,2.734999725362286e-06,1.0750000001280569e-05
570,2.615000994410366e-06,1.0779998774523847e-05
571,2.724998921621591e-06,1.0891000783885829e-05
572,2.7549995138542727e-06,1.076099943020381e-05
573,2.7749993023462594e-06,1.0679999832063913e-05
574,2.7549995138542727e-06,1.0750000001280569e-05
575,2.745000529102981e-06,1.0720999853219837e-05
576,7.362999895121902e-06,1.0890998964896426e-05
577,4.116998752579093e-06,1.0750000001280569e-05
578,4.118001015740447e-06,1.0739999197539873e-05
579,8.727000022190623e-06,1.0830000974237919e-05
580,2.9060011002002284e-06,1.1120999261038378e-05
581,2.986000254168175e-06,1.0910998753388412e-05
582,4.108000211999752e-06,1.095100014936179e-05
583,4.288000127417035e-06,1.0961000953102484e-05
584,4.8389993025921285e-06,1.097000131267123e-05
585,4.699000783148222e-06,1.10910004877951e-05
586,3.2869993447093293e-06,1.0970999937853776e-05
587,6.391999704646878e-06,1.0830000974237919e-05
588,2.8760005079675466e-06,1.1342001016600989e-05
589,2.9450002330122516e-06,1.0961000953102484e-05
590,4.108000211999752e-06,1.591000000189524e-05
591,3.076000211876817e-06,1.1762000212911516e-05
592,3.947001459891908e-06,1.1330999768688343e-05
593,2.7650003175949678e-06,1.1891999747604132e-05
594,4.367999281384982e-06,1.1422000170568936e-05
595,3.0960000003688037e-06,1.1391999578336254e-05
596,2.965998646686785e-06,1.1521999113028869e-05
597,2.7149999368702993e-06,1.113099824578967e-05
598,2.9460006771842018e-06,1.1170999641763046e-05
599,2.8650010790443048e-06,1.10910004877951e-05
600,2.9349994292715564e-06,1.1301000995445065e-05
601,2.8359991119941697e-06,1.1230999007239006e-05
602,4.1980001697083935e-06,1.121199966291897e-05
603,2.8650010790443048e-06,1.1131000064779073e-05
604,8.104998414637521e-06,1.1480999091872945e-05
605,3.285998900537379e-06,1.1461999747552909e-05
606,2.7659989427775145e-06,1.1260999599471688e-05
607,2.7149999368702993e-06,1.135099955718033e-05
608,3.014998583239503e-06,1.143100053013768e-05
609,2.9349994292715564e-06,1.1451000318629667e-05
610,3.05499997921288e-06,1.1301000995445065e-05
611,4.187999365967698e-06,1.1500998880364932e-05
612,2.8760005079675466e-06,1.1582000297494233e-05
613,2.675000359886326e-06,1.1472000551293604e-05
614,2.7449987101135775e-06,1.154200072051026e-05
615,5.720999979530461e-06,1.1421001545386389e-05
616,8.987000910565257e-06,1.1672000255202875e-05
617,2.835000486811623e-06,1.1541000276338309e-05
618,4.417999662109651e-06,1.3906001186114736e-05
619,3.9670012483838946e-06,1.1460999303380959e-05
620,2.91600008495152e-06,1.1591999282245524e-05
621,7.845001164241694e-06,1.1662001270451583e-05
622,5.751000571763143e-06,1.1672000255202875e-05
623,4.419000106281601e-06,1.1641999662970193e-05
624,4.908999471808784e-06,1.1561998690012842e-05
625,3.475999619695358e-06,1.1591999282245524e-05
626,1.5187999451882206e-05,1.1772001016652212e-05
627,5.550999048864469e-06,1.1521999113028869e-05
628,2.91600008495152e-06,1.1813001037808135e-05
629,3.166000169585459e-06,1.1722000635927543e-05
630,3.006000042660162e-06,1.1611999070737511e-05
631,5.870999302715063e-06,1.1852000170620158e-05
632,3.998000465799123e-06,1.1842001185868867e-05
633,4.21799995820038e-06,1.1751999409170821e-05
634,2.954999217763543e-06,1.1731999620678835e-05
635,4.498999260249548e-06,1.1831998563138768e-05
636,4.989000444766134e-06,1.1681999239954166e-05
637,3.135999577352777e-06,1.1963000360992737e-05
638,4.358000296633691e-06,1.1852000170620158e-05
639,3.0750015866942704e-06,1.188300120702479e-05
640,3.166000169585459e-06,1.2151998816989362e-05
641,5.8229999922332354e-05,1.1842001185868867e-05
642,5.359999704523943e-06,1.202200110128615e-05
643,4.858999091084115e-06,1.2092999895685352e-05
644,5.571000656345859e-06,1.208300091093406e-05
645,1.1731999620678835e-05,1.1891999747604132e-05
646,2.875998688978143e-06,1.2432999938027933e-05
647,2.884999048546888e-06,1.1983000149484724e-05
648,3.426001057960093e-06,1.2013000741717406e-05
649,2.6649995561456308e-06,1.1853000614792109e-05
650,3.4259992389706895e-06,1.206299930345267e-05
651,4.759000148624182e-06,1.2092999895685352e-05
652,3.646999175543897e-06,1.2292999599594623e-05
653,3.846998879453167e-06,1.2303000403335318e-05
654,4.519000867730938e-06,1.2123000487918034e-05
655,7.754999387543648e-06,1.2272999811102636e-05
656,3.295999704278074e-06,1.2283999240025878e-05
657,3.466999260126613e-06,1.2243001037859358e-05
658,2.7850001060869545e-06,1.225300002261065e-05
659,6.762998964404687e-06,1.2382999557303265e-05
660,5.9710000641644e-06,1.2222999430377968e-05
661,4.0169998101191595e-06,1.2243001037859358e-05
662,4.207999154459685e-06,1.2463999155443162e-05
663,1.024899938784074e-05,1.2384000001475215e-05
664,2.91600008495152e-06,1.2342999980319291e-05
665,2.85600071947556e-06,1.229399822477717e-05
666,4.108000211999752e-06,1.2304000847507268e-05
667,2.9450002330122516e-06,1.239300036104396e-05
668,4.499001079238951e-06,1.751300078467466e-05
669,8.466000508633442e-06,1.330499981122557e-05
670,3.006000042660162e-06,1.2693999451585114e-05
671,8.246001016232185e-06,1.2584001524373889e-05
672,4.27799932367634e-06,1.2423999578459188e-05
673,1.7983998986892402e-05,1.4076998922973871e-05
674,2.9349994292715564e-06,1.265399987460114e-05
675,5.580999641097151e-06,1.4838000424788333e-05
676,4.007999450550415e-06,1.2583999705384485e-05
677,4.227000317769125e-06,1.2603999493876472e-05
678,4.769000952364877e-06,1.2753998817061074e-05
679,3.2770003599580377e-06,1.2634000086109154e-05
680,3.3559990697540343e-06,1.2774000424542464e-05
681,3.215998731320724e-06,1.2724000043817796e-05
682,4.318999344832264e-06,1.2804999641957693e-05
683,3.4270015021320432e-06,1.2743999832309783e-05
684,6.041000233381055e-06,1.2042999514960684e-05
685,3.5560005926527083e-06,1.2123000487918034e-05
686,7.864999133744277e-06,1.304400029766839e-05
687,3.166000169585459e-06,1.2923999747727066e-05
688,4.850000550504774e-06,1.304500074184034e-05
689,5.049001629231498e-06,1.3314998795976862e-05
690,5.3299991122912616e-06,1.318500108027365e-05
691,3.44700129062403e-06,1.3004000720684417e-05
692,4.969000656274147e-06,1.318500108027365e-05
693,3.0049995984882116e-06,1.3143999240128323e-05
694,5.650999810313806e-06,1.3214999853516929e-05
695,3.477000063867308e-06,1.2984999557374977e-05
696,5.670999598805793e-06,1.3374999980442226e-05
697,1.0079000276164152e-05,1.3154998669051565e-05
698,3.166000169585459e-06,1.3135000699548982e-05
699,3.2759999157860875e-06,1.3083999874652363e-05
700,3.5369994293432683e-06,1.3205000868765637e-05
701,3.086001015617512e-06,1.308499849983491e-05
702,2.905000656028278e-06,1.3384998965193518e-05
703,4.798999725608155e-06,1.3114999092067592e-05
704,6.411999493138865e-06,2.3074000637279823e-05
705,6.1709997680736706e-06,1.316499947279226e-05
706,1.092000093194656e-05,1.3254999430500902e-05
707,3.086001015617512e-06,1.324500044574961e-05
708,4.187999365967698e-06,1.3083999874652363e-05
709,4.3790005292976275e-06,1.3175000276532955e-05
710,3.2160005503101274e-06,1.3345999832381494e-05
711,3.1159997888607904e-06,1.3135000699548982e-05
712,3.4369986678939313e-06,1.3365000995690934e-05
713,5.2699997468153015e-06,1.3285000022733584e-05
714,3.1159997888607904e-06,1.3395001587923616e-05
715,3.006000042660162e-06,1.3535000107367523e-05
716,2.745000529102981e-06,1.3335000403458253e-05
717,6.102000043028966e-06,1.3435999790090136e-05
718,1.0230000043520704e-05,1.386700023431331e-05
719,6.05100103712175e-06,1.3405000572674908e-05
720,4.60900082543958e-06,1.3684999430552125e-05
721,3.225999535061419e-06,1.3605000276584178e-05
722,2.9149996407795697e-06,1.3605000276584178e-05
723,4.608999006450176e-06,1.4187000488163903e-05
724,3.256000127294101e-06,1.3745999240200035e-05
725,3.256000127294101e-06,1.3715998647967353e-05
726,4.367999281384982e-06,1.3725999451708049e-05
727,5.210000381339341e-06,1.3775999832432717e-05
728,2.986000254168175e-06,2.47370007855352e-05
729,3.225999535061419e-06,1.3595999917015433e-05
730,2.826000127242878e-06,1.3606000720756128e-05
731,3.065999408136122e-06,1.38769992190646e-05
732,4.0380000427830964e-06,1.3955999747850001e-05
733,3.385999661986716e-06,1.375600004394073e-05
734,5.32000012753997e-06,1.3846000001649372e-05
735,3.1260005926014856e-06,1.3616001524496824e-05
736,3.4460008464520797e-06,1.3856000805390067e-05
737,4.237999746692367e-06,1.823399907152634e-05
738,1.5609000911354087e-05,1.5018000340205617e-05
739,4.6290006139315665e-06,1.4376999388332479e-05
740,3.2059997465694323e-06,1.4286999430623837e-05
741,4.358000296633691e-06,1.4057000953471288e-05
742,3.4870008676080033e-06,1.400600012857467e-05
743,4.5079996198182926e-06,1.388600139762275e-05
744,4.176999937044457e-06,1.4137000107439235e-05
745,3.3060005080187693e-06,1.4187000488163903e-05
746,3.646999175543897e-06,1.4286999430623837e-05
747,1.095100014936179e-05,1.4357001418829896e-05
748,3.2860007195267826e-06,1.4156999895931222e-05
749,4.257999535184354e-06,1.4306999219115824e-05
750,3.50600021192804e-06,1.438699837308377e-05
751,5.7609995565144345e-06,1.3335000403458253e-05
752,4.307999915909022e-06,1.4277000445872545e-05
753,3.6659985198639333e-06,1.4136001482256688e-05
754,2.9349994292715564e-06,1.4045999705558643e-05
755,5.990999852656387e-06,1.4307001038105227e-05
756,4.3479994928929955e-06,1.4397000995813869e-05
757,3.3569995139259845e-06,1.4236999049899168e-05
758,3.1360013963421807e-06,1.4426999769057147e-05
759,6.2519993662135676e-06,1.4236000424716622e-05
760,6.4520008891122416e-06,1.4647999705630355e-05
761,3.1859999580774456e-06,1.440699998056516e-05
762,3.1459985621040687e-06,1.4376999388332479e-05
763,5.952000719844364e-06,1.485800021328032e-05
764,4.66900019091554e-06,1.4567000107490458e-05
765,3.375998858246021e-06,1.4547000318998471e-05
766,3.285998900537379e-06,1.4397000995813869e-05
767,5.118999979458749e-06,1.4547000318998471e-05
768,3.125998773612082e-06,1.4536999515257776e-05
769,3.1050003599375486e-06,1.4676999853691086e-05
770,4.54900145996362e-06,1.4397000995813869e-05
771,4.568999429466203e-06,1.4708000890095718e-05
772,3.0859991966281086e-06,1.4848001228529029e-05
773,3.155999365844764e-06,1.4496999938273802e-05
774,4.227998942951672e-06,1.4506998923025094e-05
775,4.3479994928929955e-06,1.453700133424718e-05
776,3.486000423436053e-06,1.8053999156109057e-05
777,2.9049988370388746e-06,1.4668001313111745e-05
778,3.5859993658959866e-06,1.4677998478873633e-05
779,3.1460003810934722e-06,1.4807999832555652e-05
780,6.4229989220621064e-06,1.3917000615037978e-05
781,3.215998731320724e-06,1.4807999832555652e-05
782,3.076000211876817e-06,1.4637000276707113e-05
783,3.106000804109499e-06,1.4827999621047638e-05
784,2.9450002330122516e-06,1.485800021328032e-05
785,2.9359998734435067e-06,1.4888000805513002e-05
786,4.248000550433062e-06,1.4676999853691086e-05
787,5.480000254465267e-06,1.491900002292823e-05
788,3.006000042660162e-06,1.4969000403652899e-05
789,3.044999175472185e-06,1.4887998986523598e-05
790,3.285998900537379e-06,1.4818000636296347e-05
791,4.499001079238951e-06,1.5017998521216214e-05
792,4.879999323748052e-06,1.4797999028814957e-05
793,3.3359992812620476e-06,1.516900010756217e-05
794,5.46000046597328e-06,1.4957999155740254e-05
795,3.4360000427113846e-06,1.5059000361361541e-05
796,3.716999344760552e-06,1.5237999832606874e-05
797,3.6769997677765787e-06,1.4467001165030524e-05
798,3.6270012060413137e-06,1.516900010756217e-05
799,3.225999535061419e-06,1.5158000678638928e-05
800,3.336001100251451e-06,1.528899883851409e-05
801,6.803000360378064e-06,1.9265999071649276e-05
802,3.1659983505960554e-06,1.61299994942965e-05
803,8.6069994722493e-06,1.5600000551785342e-05
804,6.021999070071615e-06,1.5267998605850153e-05
805,3.135999577352777e-06,1.54289991769474e-05
806,3.6069995985599235e-06,1.5429000995936804e-05
807,3.3059986890293658e-06,1.5349000022979453e-05
808,3.3870001061586663e-06,1.5278999853762798e-05
809,5.099998816149309e-06,1.5388999599963427e-05
810,3.2669995562173426e-06,1.5239000276778825e-05
811,3.2370007829740644e-06,1.5268999050022103e-05
812,3.0960000003688037e-06,1.531899943074677e-05
813,4.708999767899513e-06,1.4596998880733736e-05
814,3.3160013117594644e-06,1.541900019219611e-05
815,3.155000740662217e-06,1.5579000319121405e-05
816,4.6889999794075266e-06,1.5508998330915347e-05
817,5.300000339047983e-06,1.4567998732673004e-05
818,8.496001100866124e-06,1.5458999769180082e-05
819,3.006000042660162e-06,1.556999995955266e-05
820,5.881000106455758e-06,1.547899955767207e-05
821,3.1159997888607904e-06,1.5599000107613392e-05
822,6.0109996411483735e-06,1.5648998669348657e-05
823,1.018900002236478e-05,1.8725000700214878e-05
824,5.881099968974013e-05,1.5739000446046703e-05
825,4.989000444766134e-06,1.5489000361412764e-05
826,3.5470002330839634e-06,1.593999877513852e-05
827,5.369998689275235e-06,1.4847000784357078e-05
828,5.100000635138713e-06,1.5869998605921865e-05
829,3.496999852359295e-06,1.569900086906273e-05
830,4.208000973449089e-06,1.576999966346193e-05
831,8.185001206584275e-06,1.5609999536536634e-05
832,4.437999450601637e-06,1.5719999282737263e-05
833,3.05499997921288e-06,1.590000101714395e-05
834,4.1980001697083935e-06,1.5769001038279384e-05
835,3.1560011848341674e-06,1.58200000441866e-05
836,3.2160005503101274e-06,1.5999999959603883e-05
837,3.6870005715172738e-06,1.499800055171363e-05
838,3.1759991543367505e-06,1.6089999917312525e-05
839,2.9550010367529467e-06,1.6320000213454477e-05
840,2.9559996619354934e-06,1.61299994942965e-05
841,3.4570002753753215e-06,1.5139001334318891e-05
842,3.3259984775213525e-06,1.6150999726960436e-05
843,7.224000000860542e-06,1.6109999705804512e-05
844,4.538998837233521e-06,1.6320000213454477e-05
845,3.887000275426544e-06,1.738299943099264e-05
846,4.86899989482481e-06,1.614099892321974e-05
847,3.577000825316645e-06,1.6080000932561234e-05
848,4.699000783148222e-06,1.616000008652918e-05
849,3.3559990697540343e-06,1.5989999155863188e-05
850,4.677998731494881e-06,1.6379999578930438e-05
851,3.1460003810934722e-06,1.627100027690176e-05
852,9.137000233749859e-06,1.6181000319193117e-05
853,6.561998816323467e-06,1.6451000192319043e-05
854,3.50600021192804e-06,1.5157998859649524e-05
855,3.5260000004200265e-06,1.6310999853885733e-05
856,3.577000825316645e-06,1.6270001651719213e-05
857,4.489000275498256e-06,1.6239999240497127e-05
858,3.315999492770061e-06,1.6381000023102388e-05
859,1.1041000107070431e-05,1.661100031924434e-05
860,3.0360006348928437e-06,1.6431000403827056e-05
861,2.9559996619354934e-06,2.2422000256483443e-05
862,6.222000592970289e-06,1.7362999642500654e-05
863,3.295999704278074e-06,1.70620005519595e-05
864,4.367999281384982e-06,1.6942000002018176e-05
865,3.336001100251451e-06,1.6710999261704274e-05
866,2.99500061373692e-06,1.642099960008636e-05
867,4.307999915909022e-06,1.972700010810513e-05
868,4.719000571640208e-06,1.718299972708337e-05
869,3.0350001907208934e-06,1.692200021352619e-05
870,4.288000127417035e-06,2.157099879696034e-05
871,4.257999535184354e-06,1.672100006544497e-05
872,4.5289998524822295e-06,1.703200177871622e-05
873,4.428000465850346e-06,1.6631000107736327e-05
874,4.487999831326306e-06,2.1429999833344482e-05
875,3.236000338802114e-06,1.6742000298108906e-05
876,3.0560004233848304e-06,1.672200050961692e-05
877,6.512000254588202e-06,1.7083000784623437e-05
878,4.27799932367634e-06,1.6902000425034203e-05
879,3.0660012271255255e-06,1.672100006544497e-05
880,3.1759991543367505e-06,1.66709996847203e-05
881,4.468000042834319e-06,1.7031999959726818e-05
882,3.2160005503101274e-06,1.673099905019626e-05
883,2.9959992389194667e-06,1.7704000129015185e-05
884,6.5829990489874035e-06,1.6801999663584866e-05
885,1.2163000064902008e-05,1.6721998690627515e-05
886,3.03499837173149e-06,1.7001999367494136e-05
887,5.259998943074606e-06,1.673199949436821e-05
888,9.306999345426448e-06,1.6201000107685104e-05
889,1.0390000170446001e-05,1.6911000784602948e-05
890,4.92899926030077e-06,1.6852000044309534e-05
891,8.966999303083867e-06,1.6782001694082282e-05
892,3.225999535061419e-06,1.718199928291142e-05
893,6.7020009737461805e-06,1.7202999515575357e-05
894,4.859000910073519e-06,3.066800127271563e-05
895,3.836999894701876e-06,1.5999999959603883e-05
896,3.656999979284592e-06,1.7133001165348105e-05
897,5.009000233258121e-06,1.723300010780804e-05
898,3.466999260126613e-06,1.7251999452128075e-05
899,3.556999217835255e-06,1.7001999367494136e-05
900,4.7789999371161684e-06,1.7242000467376783e-05
901,4.998999429517426e-06,1.726200025586877e-05
902,7.995000487426296e-06,1.7362999642500654e-05
903,3.2459993235534057e-06,1.7443000615458004e-05
904,6.48199966235552e-06,1.7584001398063265e-05
905,3.3060005080187693e-06,1.7684000340523198e-05
906,3.166000169585459e-06,1.752299976942595e-05
907,3.106000804109499e-06,3.1028001103550196e-05
